;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;twitter-xml_sentiment;twitter-xml_anger;twitter-xml_disgust;twitter-xml_fear;twitter-xml_joy;twitter-xml_sadness;twitter-xml_surprise;twitter-xml_others;twitter-xml_as_positive;twitter-xml_as_neutral;twitter-xml_as_negative
318;318;259;40.4517415;-3.6773114;﻿Raquel F. Menéndez;﻿HISPANOAMÉRICA;Lo que s\'herieda ye\'l picu d\'un páxaru nel corazón;﻿Av. Ramón y Cajal 1-Calle Príncipe de Vergara;positive;Ciudad Jardín;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7598161101341248;0.0;0.7598161101341248;0.0
319;319;260;40.4486932;-3.6831637;﻿Jose Antonio Canelas pastor;﻿CHAMARTÍN;Si caminas lejos camina acompañado;﻿Calle Serrano-Calle de Leizarán;positive;El Viso;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7656518220901489;0.0;0.7656518220901489;0.0
320;320;261;40.4475491;-3.6806077;﻿Ana Benítez Tirado;﻿CHAMARTÍN;Tus ojos color ganas.;﻿Av. Dr. Arce- Plaza de santa Gema;positive;El Viso;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.38725271821022034;0.0;0.38725271821022034;0.0
321;321;262;40.4456346;-3.6716572;﻿Franz Frichard;﻿PROSPERIDAD;Nací para vivir una vida, pero no para coincidir con ella;﻿Calle Lopez de Hoyos- Calle Cardenal Siliceo;positive;Prosperidad;Chamartín;Madrid;negative;0.0;0.0;0.0;0.0;0.388284295797348;0.0;0.0;0.0;0.0;0.388284295797348
322;322;263;40.4407212;-3.6801598;﻿Ana Castillo Manzano;﻿CHAMARTÍN;La gente me hace creer en la gente.;﻿Calle de López de Hoyos 5-Glorieta de Lopez de Hoyos;positive;El Viso;Chamartín;Madrid;positive;0.0;0.0;0.0;0.8210774064064026;0.0;0.0;0.0;0.8210774064064026;0.0;0.0
323;323;264;40.4402889;-3.643903;﻿Félix López;﻿CIUDAD LINEAL;No sueñes mañana Lo que se cumple hoy.;﻿Calle de José del Hierro 41;positive;Concepción;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7315587997436523;0.0;0.7315587997436523;0.0
324;324;265;40.4315325;-3.6590694;﻿maximiano revilla vega;﻿CIUDAD LINEAL;La calle es como el verso impredecible;﻿Calle de Alcalá-Av de Daroca;positive;Ventas;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.749030590057373;0.0;0.749030590057373;0.0
325;325;266;40.4347448;-3.6357986;﻿Rosse;﻿SAN BLAS;No hay mal que mil besos dure;﻿Av. de la Institución libre de enseñanza- Calle de Albasanz;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;positive;0.0;0.0;0.0;0.40748342871665955;0.0;0.0;0.0;0.40748342871665955;0.0;0.0
326;326;267;40.4292601;-3.631593;﻿Somorro;﻿SAN BLAS;Con el corazón no se juega se ama.;﻿Av. de la Institución libre de enseñanza 55 - Calle Luis Campos;positive;Simancas;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6097091436386108;0.0;0.6097091436386108;0.0
327;327;268;40.4274928;-3.6245294;﻿Carlos Asensio Alonso;﻿SAN BLAS;Reconocerse en el sabor a sal;﻿Av. de Arcentales- Colegio Público República de Chile;positive;Simancas;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.636476993560791;0.0;0.636476993560791;0.0
328;328;269;40.4345355;-3.612446;﻿Covix Sasu;﻿SAN BLAS;Sonríe, tienes Madrid a tus pies.;﻿Av. de Canillejas a Vicálvaro- Av. de Arcentales;positive;Hellín;San Blas - Canillejas;Madrid;positive;0.0;0.0;0.0;0.7859004735946655;0.0;0.0;0.0;0.7859004735946655;0.0;0.0
329;329;270;40.4213867;-3.6339158;﻿Campanilla82;﻿CIUDAD LINEAL;A veces, hay que dejar de buscar para encontrar;﻿Calle de Nicolás Salmerón-Calle de Nicolás Salmerón;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;negative;0.0;0.0;0.0;0.0;0.42176443338394165;0.0;0.0;0.0;0.0;0.42176443338394165
330;330;271;40.4303998;-3.7159847;﻿Alekxandra TazGar;﻿CENTRO;Darte la mano es viajar sin billete.;﻿Calle de la Princesa 58 - Calle de Alberto Aguilera;positive;Argüelles;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7099737524986267;0.0;0.7099737524986267;0.0
331;331;272;40.4298684;-3.7210152;﻿Lúa Mosquetera;﻿MONCLOA-ARAVACA;Quiero ser la razón de tus ojeras;﻿Calle Ferraz 53 -Calle de Altamirano;positive;Argüelles;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.36348623037338257;0.0;0.36348623037338257;0.0
332;332;273;40.4389533;-3.7085938;﻿Blanca Torres Martín-Moré;﻿CHAMBERÍ;Ella bailaba sobre los minutos sin posarse en ninguno.;﻿Calle de Cea Bermúdez 24 - Calle de Vallehermoso;positive;Vallehermoso;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.815468430519104;0.0;0.815468430519104;0.0
333;333;274;40.4349157;-3.6991525;﻿Irene X;﻿IGLESIA;Qué molesto cualquier sonido cuando echo de menos tu risa;﻿Calle Eloy Gonzalo-Calle de Sta. Engracia;positive;Trafalgar;Chamberí;Madrid;negative;0.0;0.0;0.0;0.0;0.5300323367118835;0.0;0.0;0.0;0.0;0.5300323367118835
334;334;275;40.4333735;-3.6981601;﻿chao;﻿CHAMBERÍ;les dije que estaba loco por ella y me encerraron;﻿Calle de Sta. Engracia-Calle Sta. Feliciana;positive;Trafalgar;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3759281039237976;0.0;0.3759281039237976;0.0
335;335;276;40.4322663;-3.6974077;﻿Cristina García-Sanfrechoso Moreta;﻿CHAMBERÍ;Vivo entre las ruinas de tu caos.;﻿Plaza de Chamberí 10 - Calle de Sta. Engracia 38;positive;Almagro;Chamberí;Madrid;negative;0.0;0.0;0.0;0.0;0.5685691833496094;0.0;0.0;0.0;0.0;0.5685691833496094
336;336;277;40.4214358;-3.7080171;﻿Lluis Mosquera;﻿CENTRO;Esta guerra se lucha bailando.;﻿Calle de San Bernardo-Calle Gran Vía;positive;Palacio;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5671051740646362;0.0;0.5671051740646362;0.0
337;337;278;40.4319069;-3.7133682;﻿Agus Calero;﻿GAZTAMBIDE;La presencia de tus pasos es el comienzo de mi ausencia;﻿Calle de Guzmán el Bueno-Calle de Rodríguez San Pedro;positive;Gaztambide;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4420727491378784;0.0;0.4420727491378784;0.0
338;338;279;40.4341436;-3.7103776;﻿José María Franco Pérez;﻿CHAMBERÍ;Oigo los pies descalzos del silencio;﻿Calle de Fernando el Católico-Calle de Galileo;positive;Arapiles;Chamberí;Madrid;positive;0.0;0.0;0.0;0.33075833320617676;0.0;0.0;0.0;0.33075833320617676;0.0;0.0
339;339;280;40.4285377;-3.7021276;﻿Debora pol;﻿CENTRO;El sueño es una realidad sin piel.;﻿Calle de Fuencarral 108 - Calle Manuela Malasaña;positive;Justicia;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5493507385253906;0.0;0.5493507385253906;0.0
340;340;281;40.4299694;-3.670296;﻿Robe Iniesta;﻿GUINDALERA;Si te vas me quedo en esta calle sin salida;﻿Calle de Francisco Silvera 13 - Calle de José Ortega y Gasset;positive;Lista;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.7587129473686218;0.0;0.0;0.0;0.0;0.7587129473686218
341;341;282;40.4218276;-3.6921412;﻿Gloria Morales Jiménez;﻿CENTRO;Los gritos no saben nadar. Por eso los ahogamos.;﻿Paseo de Recoletos-Calle de Prim;positive;Justicia;Centro;Madrid;negative;0.0;0.0;0.0;0.0;0.6720922589302063;0.0;0.0;0.0;0.0;0.6720922589302063
342;342;283;40.4193599;-3.6940952;﻿Araceli Guanes;﻿CENTRO;Me encanta pensarte, pero prefiero vivirte.;﻿Calle de Alcalá-Paseo de Recoletos;positive;Justicia;Centro;Madrid;positive;0.0;0.0;0.0;0.4102780520915985;0.0;0.0;0.0;0.4102780520915985;0.0;0.0
343;343;284;40.4335719;-3.6641658;﻿Cecilia Quílez;﻿VENTAS;Rendido ante el cielo el hombre inventa catedrales;﻿Av. de los Toreros-Calle de Colomer;positive;Guindalera;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7640520334243774;0.0;0.7640520334243774;0.0
344;344;285;40.4066333;-3.6961886;﻿Miguel Furones;﻿ATOCHA;Los insultos son como las balas. Solo duelen los que aciertan;﻿Calle Marqués de la Valdavia 1;positive;Palos de la Frontera;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.5011193156242371;0.0;0.0;0.0;0.0;0.5011193156242371
345;345;286;40.4179918;-3.6729848;﻿Martí Sales;﻿CENTRO;No hi ha res més atzarós que néixer.;﻿Calle Ibiza 48 - Calle Maiquez;positive;Ibiza;Retiro;Madrid;positive;0.0;0.0;0.0;0.6103962063789368;0.0;0.0;0.0;0.6103962063789368;0.0;0.0
346;346;287;40.4096117;-3.6697743;﻿Teresa Sebastián;﻿ESTRELLA;Solo las nubes conocen la forma de mi cabeza;﻿Calle Doctor Esquerdo 155 - Calle Arias Montano;positive;Estrella;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8337252736091614;0.0;0.8337252736091614;0.0
347;347;288;40.4084067;-3.6452856;﻿JonZabaleta;﻿MORATALAZ;Non gogoa, han zangoa;﻿Av. de Moratalaz (Parque de Moratalaz);positive;Marroquina;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8990955948829651;0.0;0.8990955948829651;0.0
348;348;289;40.4087335;-3.6138958;﻿Pilar Blanco Díaz;﻿VICÁLVARO;Luego la luz se impone abriendo la mañana con su quilla.;﻿Calle de Casalareina- Calle de Calahorra;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8834319114685059;0.0;0.8834319114685059;0.0
349;349;290;40.4050633;-3.7451698;﻿Laura Llera Arnanz;﻿LATINA;Antes de estas canas fuimos todo campo;﻿c/ Higueras con C/ Cebreros, acera del Bar Lucero.;positive;Lucero;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7557677030563354;0.0;0.7557677030563354;0.0
350;350;291;40.3895905;-3.7302077;﻿Mónica Carrillo;﻿CARABANCHEL;Qué sabrá mi tiempo perdido si no fue capaz de encontrarte;﻿Calle General Ricardos 152;positive;Opañel;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.5635915994644165;0.0;0.0;0.0;0.0;0.5635915994644165
351;351;292;40.387074;-3.7169971;﻿David Bermejo;﻿CARABANCHEL;Versos de lluvia rebosando en las huellas de las palabras.;﻿Calle Antonio Leyva (IES Calderón de la Barca);positive;Opañel;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4374173581600189;0.0;0.4374173581600189;0.0
352;352;293;40.3901344;-3.706955;﻿Mr KILOMBO;﻿USERA;En la brújula un imán para engañar a mi destino;﻿C/ Mirasierra 15;positive;Moscardó;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7684805989265442;0.0;0.7684805989265442;0.0
353;353;294;40.4002939;-3.6727059;﻿Eduardo Martínez;﻿RETIRO;El verano vació las calles y llenó los barrios;﻿Calle Catalina Suárez 2 (del lado de los impares)- Avenida Ciudad de Barcelona (Mascotamanía);positive;Adelfas;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7019925117492676;0.0;0.7019925117492676;0.0
354;354;295;40.3891375;-3.6393902;﻿Luis Ramiro;﻿PUENTE DE VALLECAS;Qué tóxica es la mano que te abraza poniendo alrededor una frontera;﻿Av. Rafael Alberti- Av. de la Albufera;positive;Palomeras Sureste;Puente de Vallecas;Madrid;negative;0.7108975648880005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7108975648880005
355;355;296;40.3855571;-3.6363191;﻿laurabatu;﻿PUENTE DE VALLECAS;Lo que creas, envuelve;﻿Av. de la Albufera- Rotonda M40;positive;Palomeras Sureste;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7843534350395203;0.0;0.7843534350395203;0.0
356;356;297;40.3764036;-3.6601745;﻿ZPU;﻿PUENTE DE VALLECAS;¿Cómo puede este silencio tener tantos decibelios?;﻿Ronda del Sur - Av. de Entrevías;positive;Entrevías;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.45888465642929077;0.0;0.45888465642929077;0.0
357;357;298;40.3991155;-3.767522;﻿Raul Gonzalez Alameda;﻿LATINA;Alzó su mirada y sonrió.;﻿Carr. de Boadilla del Monte (Casa de Campo) - Cerca a C/ Carabias;positive;Campamento;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4146449863910675;0.0;0.4146449863910675;0.0
358;358;299;40.3749488;-3.7467778;﻿Marta Vázquez Capón;﻿CARABANCHEL;Imagina qué valientes tras vencer el huracán;﻿Av. de los Poblados;positive;Puerta Bonita;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5195052623748779;0.0;0.5195052623748779;0.0
359;359;300;40.375148;-3.7654661;﻿Sandra Corrius;﻿LATINA;Al planeta también le gusta más cuando sonríes;﻿Calle de la Maestra Justa Freire 52- Plaza Rabasa;positive;Las Águilas;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5310315489768982;0.0;0.5310315489768982;0.0
360;360;301;40.3696766;-3.7658805;﻿Petricor;﻿CARABANCHEL;Recuerde caminante, debajo del asfalto sigue habiendo tierra;﻿Av. de la Peseta (acera central, frente a paradero de bus);positive;Cuatro Vientos;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7486817240715027;0.0;0.7486817240715027;0.0
361;361;302;40.3494918;-3.7062683;﻿Luis Ramiro;﻿VILLAVERDE;Mi riqueza es negar tus limosnas;﻿Calle Villalonso Av. Real de Pinto;positive;;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6477375626564026;0.0;0.6477375626564026;0.0
362;362;303;40.3946204;-3.6571088;﻿Eva Gallud;﻿PUENTE DE VALLECAS;El vuelo no está en las plumas sino en la ligereza de los huesos huecos.;﻿Amo de Valderribas - CRMF;positive;Numancia;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8925666213035583;0.0;0.8925666213035583;0.0
363;363;304;40.495069;-3.6504972;﻿Amalia Iglesias;﻿SANCHINARRO;Caminas pero sabes que no te sobran pasos;﻿Av. de Niceto Alcalá Zamora Nº 43;positive;Valdefuentes;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5143989324569702;0.0;0.5143989324569702;0.0
364;364;305;40.4945794;-3.6659441;﻿Andrés Medina;﻿HORTALEZA;¿Tú también soñaste que volabas?;﻿C/de María de Portugal (Parque) - Av. de Francisco Pi y Margall;positive;Valdefuentes;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.588900089263916;0.0;0.588900089263916;0.0
365;365;306;40.4852628;-3.6532331;﻿Julia Piera;﻿SAN CHINARRO;Hay otra voz que alienta los brotes;﻿C/ Principe Carlos (acera central, frente a parque);positive;Valdefuentes;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5678223371505737;0.0;0.5678223371505737;0.0
366;366;307;40.4794929;-3.7128036;﻿PEDRO DEL POZO;﻿FUENCARRAL-EL PARDO;No puedo vigilar la galaxia entera.;﻿Av. de Betanzos- Calle del puerto de Maspalomas;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5609265565872192;0.0;0.5609265565872192;0.0
367;367;308;40.4715429;-3.7070542;﻿Zaida Sanchez Terrer;﻿FUENCARRAL-EL PARDO;Si eres el lobo no soy Caperucita, quiero otro cuento.;﻿Calle de Sinesio Delgado- Calle Boch;positive;Valdeacederas;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6096946597099304;0.0;0.6096946597099304;0.0
368;368;309;40.4701778;-3.7177106;﻿Ángel.poem;﻿MONCLOA-ARAVACA;Recuerda: No toda la lluvia forma charcos.;﻿Calle Valle de Mena- Calle de Valderrodrigo;positive;Valdezarza;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7810953855514526;0.0;0.7810953855514526;0.0
369;369;310;40.4725611;-3.7280479;﻿Montserrat Soria Sánchez;﻿MONCLOA-ARAVACA;De tu boca salada saldrá otra boca. Todo en ti será un estreno;﻿Calle Valle de Mena- Glorieta de Isaac Rabin;positive;Valdezarza;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6269961595535278;0.0;0.6269961595535278;0.0
370;370;311;40.4720418;-3.6990358;﻿Ada Salas;﻿EL PILAR;Hay una cicatriz atravesando el cielo;﻿Av. Asturias 66 - C/ Vía Límite;positive;Almenara;Tetuán;Madrid;negative;0.0;0.0;0.0;0.0;0.3690586984157562;0.0;0.0;0.0;0.0;0.3690586984157562
371;371;312;40.4729364;-3.6787891;﻿loreak;﻿CHAMARTÍN;Respira, ahora viene el vendaval.;﻿C/ de la Hiedra 84 (del lado de los impares);positive;Castilla;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5227068066596985;0.0;0.5227068066596985;0.0
372;372;313;40.4670415;-3.6741757;﻿Tania Flores Rodríguez;﻿CHAMARTÍN;Lo que es puede dejar de ser, pero nunca dejar de haber sido;﻿C/ Caídos de la división Azul 16;positive;Nueva España;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6401859521865845;0.0;0.6401859521865845;0.0
373;373;314;40.4802733;-3.6674836;﻿Chiki Lora;﻿ARTURO SORIA;Soledad, a dos centímetros de tus labios;﻿Av. de Arturo Soria- Calle de Caleruega;positive;Costillares;Ciudad Lineal;Madrid;negative;0.0;0.0;0.0;0.0;0.4156113564968109;0.0;0.0;0.0;0.0;0.4156113564968109
374;374;315;40.4770905;-3.645798;﻿Jesús Ge;﻿PINAR DEL REY;¿Sabes lo que eres? Eres lo que sabes.;﻿Calle Sta. Virgilia- Calle Sta. Susana;positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6930690407752991;0.0;0.6930690407752991;0.0
375;375;316;40.4735241;-3.6544804;﻿Ramoncín;﻿PINAR DEL REY;Paseo mi vida a través de este viejo Madrid;﻿Av. de la Virgen del Carmen- Calle Totana;positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.45045727491378784;0.0;0.45045727491378784;0.0
376;376;317;40.4703603;-3.6429106;﻿Gsús Bonilla;﻿HORTALEZA;No conoces el amor hasta que besas el suelo;﻿Calle de la Liberación;positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6576858162879944;0.0;0.6576858162879944;0.0
377;377;318;40.4689586;-3.638684;﻿Fernando Beltrán;﻿MAR DE CRISTAL;Cada mañana los ojos como escaleras mecánicas;﻿C/ de Arequipa (Metro Mar de Cristal) - Rotonda;positive;Canillas;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7167128920555115;0.0;0.7167128920555115;0.0
378;378;319;40.4628786;-3.649299;﻿Ángel Robledillo;﻿HORTALEZA;Se trata de llenar la luna nueva, de ir por delante de la cuenta atrás;﻿Carr. de Carrillas (Pares) - C/ Boecillos;positive;Canillas;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6935933232307434;0.0;0.6935933232307434;0.0
379;379;320;40.4572543;-3.6607594;﻿Angel Erro;﻿CIUDAD LINEAL;Oro esana da aspaldidanik. Oro esana da, baina ez nik.;﻿C/ Pedro de Salinas (Pares) - C/de López de Hoyos;positive;Colina;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8605891466140747;0.0;0.8605891466140747;0.0
380;380;321;40.4593767;-3.6428074;﻿lei_thingks;﻿HORTALEZA;Compartamos nuestros pasos y a ver qué pasa.;﻿Calle de Silvano (canchas);positive;Canillas;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7270894050598145;0.0;0.7270894050598145;0.0
381;381;322;40.4573195;-3.6449504;﻿Carlos Salem;﻿CANILLAS;Y si nos toca caer, que sea volando;﻿Calle del Moscatelar - Plaza del Liceo francés;positive;Canillas;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.60605388879776;0.0;0.60605388879776;0.0
382;382;323;40.4541154;-3.6602269;﻿RODRIGO GARRIDO PANIAGUA;﻿ARTURO SORIA;En la noche, hay ventanas encendidas que imaginan tu nombre.;﻿Calle José Silva 111- Calle de Torrelaguna;positive;Colina;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5381263494491577;0.0;0.5381263494491577;0.0
383;383;324;40.4492658;-3.6514601;﻿Chris Pueyo;﻿CIUDAD LINEAL;Caminaba por mi izquierda para no dejar de rozarme el corazón.;﻿Calle de Emilio Vargas- Calle de Arturo Soria;positive;San Juan Bautista;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.42789798974990845;0.0;0.42789798974990845;0.0
384;384;325;40.4583797;-3.6257364;﻿Iskander;﻿HORTALEZA;Cariño, cierra el pestillo que entran los monstruos;﻿Av. de Machupichu (frente a plaza de López de la Plata - C/ de Machaquito;positive;Piovera;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5855738520622253;0.0;0.5855738520622253;0.0
385;385;326;40.4554113;-3.5944712;﻿La chica del revés.;﻿BARAJAS;La poesía es un cruce de palabras que te lleva a todas partes.;﻿Paseo de la Alameda de Osuna- Calle Rambla;positive;;Barajas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6276625990867615;0.0;0.6276625990867615;0.0
386;386;327;40.46425;-3.7096882;﻿Floro Tomás;﻿MONCLOA-ARAVACA;Los vivos solo somos muertos de vacaciones.;﻿C/ San Restituto 1;positive;Valdezarza;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.6332380771636963;0.0;0.0;0.0;0.0;0.6332380771636963
387;387;328;40.4617465;-3.7087562;﻿Patricia Romero Acero;﻿MONCLOA-ARAVACA;Todo lo que podría hacer si hiciese todo lo que puedo;﻿C/ Ofelia Nieto 71;positive;Valdezarza;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5540604591369629;0.0;0.5540604591369629;0.0
388;388;329;40.4602297;-3.7121746;﻿Marta del Río García;﻿MONCLOA-ARAVACA;mientras el futuro te sueña estás ocurriendo;﻿C/ Sánchez Preciado - C/Ángel de la guarda;positive;Valdezarza;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7407090067863464;0.0;0.7407090067863464;0.0
389;389;330;40.4542444;-3.7030745;﻿Paula Bozalongo;﻿BRAVO MURILLO;No hay mujeres sin luz ni casas sin ventanas;﻿C/ Francos Rodriguez 4;positive;Berruguete;Tetuán;Madrid;negative;0.0;0.0;0.0;0.0;0.611623227596283;0.0;0.0;0.0;0.0;0.611623227596283
390;390;331;40.4489494;-3.6725242;﻿El Kanka;﻿PROSPERIDAD;Yo me vuelvo ateo, dinero, ya no te rezo;﻿Cale de Pardillo (Parque) - Calle Pantoja;positive;Ciudad Jardín;Chamartín;Madrid;negative;0.4252690374851227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4252690374851227
391;391;332;40.419408;-3.6208589;﻿Juan Andrés García Román;﻿LAS ROSAS;raptar a Proserpina para que exista el invierno;﻿Av. Guadalajara-Calle San Román del Valle;positive;Arcos;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8571895956993103;0.0;0.8571895956993103;0.0
392;392;333;40.4208731;-3.6160777;﻿Miguel Losada;﻿ALSACIA;Encontrar otra vara de medir otra certeza;﻿Av. de Guadalajara-Calle República Eslovaca;positive;Arcos;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8539621829986572;0.0;0.8539621829986572;0.0
393;393;334;40.4353563;-3.7132448;﻿Óscar de la Muñoza Sáez;﻿CHAMBERÍ;No sé lo que somos, pero me gusta que lo seamos.;﻿Calle de Fernández de los Ríos - Calle de Guzmán el bueno;positive;Gaztambide;Chamberí;Madrid;positive;0.0;0.0;0.0;0.7406592965126038;0.0;0.0;0.0;0.7406592965126038;0.0;0.0
394;394;335;40.4332921;-3.6911596;﻿itziar Mínguez Arnáiz;﻿RUBÉN DARIO;Las frases hechas se deshacen viviendo.;﻿Calle Miguel Angel-Glorieta Rubén Darío;positive;Almagro;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5008465051651001;0.0;0.5008465051651001;0.0
395;395;336;40.4324296;-3.6794597;﻿Andrea Aguirre;﻿SALAMANCA;Tendremos agrietado el corazón de llamarnos a pedradas.;﻿Calle del Príncipe de Vergara - Calle de Juan Bravo;positive;Lista;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.6645807027816772;0.0;0.0;0.0;0.0;0.6645807027816772
396;396;337;40.4297173;-3.6735829;﻿María Sotomayor Caravaca;﻿SALAMANCA;Ella es un corazón ardiendo en una habitación sin llave.;﻿Calle Jose Ortega y Gasset 80 - Calle de Alcántara;positive;Lista;Salamanca;Madrid;negative;0.0;0.0;0.0;0.0;0.4221729338169098;0.0;0.0;0.0;0.0;0.4221729338169098
397;397;338;40.4260166;-3.6757328;﻿Clara C Scribá;﻿SALAMANCA;Y otra vez la sensación de que son los pasos los que me dan a mí.;﻿Calle del Conde de Peñalver-Calle de Hermosilla;positive;Goya;Salamanca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.26737695932388306;0.0;0.26737695932388306;0.0
